# Inputs `services/name_rules.normalize_nfc` normalises differently from OTP.
# Each line is `INPUT<TAB>WHAT-WE-PRODUCE`, both comma-separated hex.
#
# Keyed on the OUTPUT as well as the input. Keying on the input alone exempted
# a quarter of the corpus from output checking entirely: deleting the
# `previous_ccc == 0` clause from `_compose` — the whole point of that function
# — left `check.py` at exit 0, because the rows it broke were already listed
# for a different reason. `check.py` also asserts this file's row count.
#
# Rows are DEDUPED. An earlier revision listed 24 signatures twice, every one
# `1100..1117,AC00,11A7`, produced where two generators in probe.exs overlap.
# `check.py` compares deduped to deduped, so it could not see a row listed
# twice. The count in the banner below is the unique one, and is the figure
# `check.py` asserts against.
#
# ==========================================================================
#   17423 unique diverging signatures out of 72269 corpus rows.
#
#     group 1       32   composition rule (base, mark, class-zero, lower mark)
#     group 2A     616   jamo lead + non-Hangul two-part vowel
#     group 2B   15652   jamo lead + precomposed Hangul syllable
#     group 2C     126   jamo lead + bare jamo  (REVERSE direction of 2B)
#     group 2D     997   OTP deletes U+11A7 after an LV syllable or L+V pair
# ==========================================================================
#
# READ THIS BEFORE CHANGING `_compose`:
#
#   * 2C IS THE REVERSE DIRECTION FROM 2B. A fix aimed only at 2B makes 2C
#     worse. This is the trap in this artefact.
#   * 2D is PURE HANGUL — no second script involved — so do not describe the
#     gap as cross-script. It was invisible until the trailers were extended
#     down to U+11A7; they started at U+11A8.
#   * These counts are NOT the size of the gap. They are the size of the
#     intersection between the gap and this corpus. Measured exhaustively
#     rather than over the probe, groups 1, 2A and 2C are 91,200 / >=3,604 /
#     10,773 — three orders of magnitude apart from what the probe finds for
#     group 1. They looked steady across earlier widenings only because those
#     widenings moved the axis 2B feeds on and left the others alone.
#   * 2B does not converge. It diverges for 106 of 125 jamo leads (84.8%).
#
# --- what these are ---
#
# GROUP 1 -- the composition-rule gap documented in `normalize_nfc`: a base, a
# mark, any class-zero character, then a mark of lower class.
#
# GROUPS 2A-2D -- the Hangul routing gap, OpenFn/apollo#655. `_compose` sends
# any cluster containing a Hangul-class character to Python's spec NFC, and OTP
# instead composes onto the cluster lead. That is FOUR mechanisms:
#
#   2A -- a jamo lead followed by a *non-Hangul* two-part vowel (Indic,
#      Sinhala, Balinese). No Hangul syllable involved, which is why it is the
#      least obvious.
#   2B -- a jamo lead followed by a precomposed Hangul syllable, which OTP
#      decomposes because it is not the cluster lead. `U+1113 U+AC00` is
#      `1113,1100,1161` in OTP and `1113,AC00` here.
#   2C -- a jamo lead followed by bare jamo, which we compose into a syllable
#      and OTP leaves apart.
#   2D -- OTP deletes U+11A7 after an LV syllable or an L+V pair, for 100% of
#      the 399 LV syllables. We keep it.
#
# The corpus sweeps the boundary of every range in `name_rules`, plus one
# either side, generated by edges.py — a hand-picked slice never steps across
# an edge, and three rounds running that is where the surviving mutant was.
# It also sweeps the extended jamo blocks (U+A960-A97C lead,
# U+D7B0-D7C6 vowel, U+D7CB-D7FB trailing). It had zero codepoints from all
# three, so narrowing any of the `_HANGUL_*` ranges in `name_rules` left this
# harness at exit 0 while `U+A960 U+1161` went from one grapheme to two.
#
# Ordinary Korean text is unaffected: `한국어`, `안녕하세요` and `환자 등록` all
# round-trip. But 2D is pure Hangul, so do not describe the gap as cross-script.
#
# If you have fixed a group, delete its rows and re-run check.py.
# --- group 1: composition rule (32 rows) ---
41,302,200C,323	1EAC,200C
1113,D4B0	1113,D4B0
1113,D520	1113,D520
1113,D590	1113,D590
1113,D600	1113,D600
1113,D670	1113,D670
1113,D6E0	1113,D6E0
1113,D750	1113,D750
1114,AC00	1114,AC00
1114,AC70	1114,AC70
1114,ACE0	1114,ACE0
1114,AD50	1114,AD50
1114,ADC0	1114,ADC0
1114,AE30	1114,AE30
1114,AEA0	1114,AEA0
1114,AF10	1114,AF10
1114,AF80	1114,AF80
1114,AFF0	1114,AFF0
1114,B060	1114,B060
1114,B0D0	1114,B0D0
1114,B140	1114,B140
1114,B1B0	1114,B1B0
1114,B220	1114,B220
1114,B290	1114,B290
1114,B300	1114,B300
1114,B370	1114,B370
1114,B3E0	1114,B3E0
1114,B450	1114,B450
1114,B4C0	1114,B4C0
1114,B530	1114,B530
1114,B5A0	1114,B5A0
1114,B610	1114,B610
1114,B680	1114,B680
1114,B6F0	1114,B6F0
1114,B760	1114,B760
1114,B7D0	1114,B7D0
1114,B840	1114,B840
1114,B8B0	1114,B8B0
1114,B920	1114,B920
1114,B990	1114,B990
1114,BA00	1114,BA00
1114,BA70	1114,BA70
1114,BAE0	1114,BAE0
1114,BB50	1114,BB50
1114,BBC0	1114,BBC0
1114,BC30	1114,BC30
1114,BCA0	1114,BCA0
1114,BD10	1114,BD10
1114,BD80	1114,BD80
1114,BDF0	1114,BDF0
1114,BE60	1114,BE60
1114,BED0	1114,BED0
1114,BF40	1114,BF40
1114,BFB0	1114,BFB0
1114,C020	1114,C020
1114,C090	1114,C090
1114,C100	1114,C100
1114,C170	1114,C170
1114,C1E0	1114,C1E0
1114,C250	1114,C250
1114,C2C0	1114,C2C0
1114,C330	1114,C330
1114,C3A0	1114,C3A0
1114,C410	1114,C410
1114,C480	1114,C480
1114,C4F0	1114,C4F0
1114,C560	1114,C560
1114,C5D0	1114,C5D0
1114,C640	1114,C640
1114,C6B0	1114,C6B0
1114,C720	1114,C720
1114,C790	1114,C790
1114,C800	1114,C800
1114,C870	1114,C870
1114,C8E0	1114,C8E0
1114,C950	1114,C950
1114,C9C0	1114,C9C0
1114,CA30	1114,CA30
1114,CAA0	1114,CAA0
1114,CB10	1114,CB10
1114,CB80	1114,CB80
1114,CBF0	1114,CBF0
1114,CC60	1114,CC60
1114,CCD0	1114,CCD0
1114,CD40	1114,CD40
1114,CDB0	1114,CDB0
1114,CE20	1114,CE20
1114,CE90	1114,CE90
1114,CF00	1114,CF00
1114,CF70	1114,CF70
1114,CFE0	1114,CFE0
1114,D050	1114,D050
1114,D0C0	1114,D0C0
1114,D130	1114,D130
1114,D1A0	1114,D1A0
1114,D210	1114,D210
1114,D280	1114,D280
1114,D2F0	1114,D2F0
1114,D360	1114,D360
1114,D3D0	1114,D3D0
1114,D440	1114,D440
1114,D4B0	1114,D4B0
1114,D520	1114,D520
1114,D590	1114,D590
1114,D600	1114,D600
1114,D670	1114,D670
1114,D6E0	1114,D6E0
1114,D750	1114,D750
1115,AC00	1115,AC00
1115,AC70	1115,AC70
1115,ACE0	1115,ACE0
1115,AD50	1115,AD50
1115,ADC0	1115,ADC0
1115,AE30	1115,AE30
1115,AEA0	1115,AEA0
1115,AF10	1115,AF10
1115,AF80	1115,AF80
1115,AFF0	1115,AFF0
1115,B060	1115,B060
1115,B0D0	1115,B0D0
1115,B140	1115,B140
1115,B1B0	1115,B1B0
1115,B220	1115,B220
1115,B290	1115,B290
1115,B300	1115,B300
1115,B370	1115,B370
1115,B3E0	1115,B3E0
1115,B450	1115,B450
1115,B4C0	1115,B4C0
1115,B530	1115,B530
1115,B5A0	1115,B5A0
1115,B610	1115,B610
1115,B680	1115,B680
1115,B6F0	1115,B6F0
1115,B760	1115,B760
1115,B7D0	1115,B7D0
1115,B840	1115,B840
1115,B8B0	1115,B8B0
1115,B920	1115,B920
1115,B990	1115,B990
1115,BA00	1115,BA00
1115,BA70	1115,BA70
1115,BAE0	1115,BAE0
1115,BB50	1115,BB50
1115,BBC0	1115,BBC0
1115,BC30	1115,BC30
1115,BCA0	1115,BCA0
1115,BD10	1115,BD10
1115,BD80	1115,BD80
1115,BDF0	1115,BDF0
1115,BE60	1115,BE60
1115,BED0	1115,BED0
1115,BF40	1115,BF40
1115,BFB0	1115,BFB0
1115,C020	1115,C020
1115,C090	1115,C090
1115,C100	1115,C100
1115,C170	1115,C170
1115,C1E0	1115,C1E0
1115,C250	1115,C250
1115,C2C0	1115,C2C0
1115,C330	1115,C330
1115,C3A0	1115,C3A0
1115,C410	1115,C410
1115,C480	1115,C480
1115,C4F0	1115,C4F0
1115,C560	1115,C560
1115,C5D0	1115,C5D0
1115,C640	1115,C640
1115,C6B0	1115,C6B0
1115,C720	1115,C720
1115,C790	1115,C790
1115,C800	1115,C800
1115,C870	1115,C870
1115,C8E0	1115,C8E0
1115,C950	1115,C950
1115,C9C0	1115,C9C0
1115,CA30	1115,CA30
1115,CAA0	1115,CAA0
1115,CB10	1115,CB10
1115,CB80	1115,CB80
1115,CBF0	1115,CBF0
1115,CC60	1115,CC60
1115,CCD0	1115,CCD0
1115,CD40	1115,CD40
1115,CDB0	1115,CDB0
1115,CE20	1115,CE20
1115,CE90	1115,CE90
1115,CF00	1115,CF00
1115,CF70	1115,CF70
1115,CFE0	1115,CFE0
1115,D050	1115,D050
1115,D0C0	1115,D0C0
1115,D130	1115,D130
1115,D1A0	1115,D1A0
1115,D210	1115,D210
1115,D280	1115,D280
1115,D2F0	1115,D2F0
1115,D360	1115,D360
1115,D3D0	1115,D3D0
1115,D440	1115,D440
1115,D4B0	1115,D4B0
1115,D520	1115,D520
1115,D590	1115,D590
1115,D600	1115,D600
1115,D670	1115,D670
1115,D6E0	1115,D6E0
1115,D750	1115,D750
1116,AC00	1116,AC00
1116,AC70	1116,AC70
1116,ACE0	1116,ACE0
1116,AD50	1116,AD50
1116,ADC0	1116,ADC0
1116,AE30	1116,AE30
1116,AEA0	1116,AEA0
1116,AF10	1116,AF10
1116,AF80	1116,AF80
1116,AFF0	1116,AFF0
1116,B060	1116,B060
1116,B0D0	1116,B0D0
1116,B140	1116,B140
1116,B1B0	1116,B1B0
1116,B220	1116,B220
1116,B290	1116,B290
1116,B300	1116,B300
1116,B370	1116,B370
1116,B3E0	1116,B3E0
1116,B450	1116,B450
1116,B4C0	1116,B4C0
1116,B530	1116,B530
1116,B5A0	1116,B5A0
1116,B610	1116,B610
1116,B680	1116,B680
1116,B6F0	1116,B6F0
1116,B760	1116,B760
1116,B7D0	1116,B7D0
1116,B840	1116,B840
1116,B8B0	1116,B8B0
1116,B920	1116,B920
1116,B990	1116,B990
1116,BA00	1116,BA00
1116,BA70	1116,BA70
1116,BAE0	1116,BAE0
1116,BB50	1116,BB50
1116,BBC0	1116,BBC0
1116,BC30	1116,BC30
1116,BCA0	1116,BCA0
1116,BD10	1116,BD10
1116,BD80	1116,BD80
1116,BDF0	1116,BDF0
1116,BE60	1116,BE60
1116,BED0	1116,BED0
1116,BF40	1116,BF40
1116,BFB0	1116,BFB0
1116,C020	1116,C020
1116,C090	1116,C090
1116,C100	1116,C100
1116,C170	1116,C170
1116,C1E0	1116,C1E0
1116,C250	1116,C250
1116,C2C0	1116,C2C0
1116,C330	1116,C330
1116,C3A0	1116,C3A0
1116,C410	1116,C410
1116,C480	1116,C480
1116,C4F0	1116,C4F0
1116,C560	1116,C560
1116,C5D0	1116,C5D0
1116,C640	1116,C640
1116,C6B0	1116,C6B0
1116,C720	1116,C720
1116,C790	1116,C790
1116,C800	1116,C800
1116,C870	1116,C870
1116,C8E0	1116,C8E0
1116,C950	1116,C950
1116,C9C0	1116,C9C0
1116,CA30	1116,CA30
1116,CAA0	1116,CAA0
1116,CB10	1116,CB10
1116,CB80	1116,CB80
1116,CBF0	1116,CBF0
1116,CC60	1116,CC60
1116,CCD0	1116,CCD0
1116,CD40	1116,CD40
1116,CDB0	1116,CDB0
1116,CE20	1116,CE20
1116,CE90	1116,CE90
1116,CF00	1116,CF00
1116,CF70	1116,CF70
1116,CFE0	1116,CFE0
1116,D050	1116,D050
1116,D0C0	1116,D0C0
1116,D130	1116,D130
1116,D1A0	1116,D1A0
1116,D210	1116,D210
1116,D280	1116,D280
1116,D2F0	1116,D2F0
1116,D360	1116,D360
1116,D3D0	1116,D3D0
1116,D440	1116,D440
1116,D4B0	1116,D4B0
1116,D520	1116,D520
1116,D590	1116,D590
1116,D600	1116,D600
1116,D670	1116,D670
1116,D6E0	1116,D6E0
1116,D750	1116,D750
1117,AC00	1117,AC00
1117,AC70	1117,AC70
1117,ACE0	1117,ACE0
1117,AD50	1117,AD50
1117,ADC0	1117,ADC0
1117,AE30	1117,AE30
1117,AEA0	1117,AEA0
1117,AF10	1117,AF10
1117,AF80	1117,AF80
1117,AFF0	1117,AFF0
1117,B060	1117,B060
1117,B0D0	1117,B0D0
1117,B140	1117,B140
1117,B1B0	1117,B1B0
1117,B220	1117,B220
1117,B290	1117,B290
1117,B300	1117,B300
1117,B370	1117,B370
1117,B3E0	1117,B3E0
1117,B450	1117,B450
1117,B4C0	1117,B4C0
1117,B530	1117,B530
1117,B5A0	1117,B5A0
1117,B610	1117,B610
1117,B680	1117,B680
1117,B6F0	1117,B6F0
1117,B760	1117,B760
1117,B7D0	1117,B7D0
1117,B840	1117,B840
1117,B8B0	1117,B8B0
1117,B920	1117,B920
1117,B990	1117,B990
1117,BA00	1117,BA00
1117,BA70	1117,BA70
1117,BAE0	1117,BAE0
1117,BB50	1117,BB50
1117,BBC0	1117,BBC0
1117,BC30	1117,BC30
1117,BCA0	1117,BCA0
1117,BD10	1117,BD10
1117,BD80	1117,BD80
1117,BDF0	1117,BDF0
1117,BE60	1117,BE60
1117,BED0	1117,BED0
1117,BF40	1117,BF40
1117,BFB0	1117,BFB0
1117,C020	1117,C020
1117,C090	1117,C090
1117,C100	1117,C100
1117,C170	1117,C170
1117,C1E0	1117,C1E0
1117,C250	1117,C250
1117,C2C0	1117,C2C0
1117,C330	1117,C330
1117,C3A0	1117,C3A0
1117,C410	1117,C410
1117,C480	1117,C480
1117,C4F0	1117,C4F0
1117,C560	1117,C560
1117,C5D0	1117,C5D0
1117,C640	1117,C640
1117,C6B0	1117,C6B0
1117,C720	1117,C720
1117,C790	1117,C790
1117,C800	1117,C800
1117,C870	1117,C870
1117,C8E0	1117,C8E0
1117,C950	1117,C950
1117,C9C0	1117,C9C0
1117,CA30	1117,CA30
1117,CAA0	1117,CAA0
1117,CB10	1117,CB10
1117,CB80	1117,CB80
1117,CBF0	1117,CBF0
1117,CC60	1117,CC60
1117,CCD0	1117,CCD0
1117,CD40	1117,CD40
1117,CDB0	1117,CDB0
1117,CE20	1117,CE20
1117,CE90	1117,CE90
1117,CF00	1117,CF00
1117,CF70	1117,CF70
1117,CFE0	1117,CFE0
1117,D050	1117,D050
1117,D0C0	1117,D0C0
1117,D130	1117,D130
1117,D1A0	1117,D1A0
1117,D210	1117,D210
1117,D280	1117,D280
1117,D2F0	1117,D2F0
1117,D360	1117,D360
1117,D3D0	1117,D3D0
1117,D440	1117,D440
1117,D4B0	1117,D4B0
1117,D520	1117,D520
1117,D590	1117,D590
1117,D600	1117,D600
1117,D670	1117,D670
1117,D6E0	1117,D6E0
1117,D750	1117,D750
1118,AC00	1118,AC00
1118,AC70	1118,AC70
1118,ACE0	1118,ACE0
1118,AD50	1118,AD50
1118,ADC0	1118,ADC0
1118,AE30	1118,AE30
1118,AEA0	1118,AEA0
1118,AF10	1118,AF10
1118,AF80	1118,AF80
1118,AFF0	1118,AFF0
1118,B060	1118,B060
1118,B0D0	1118,B0D0
1118,B140	1118,B140
1118,B1B0	1118,B1B0
1118,B220	1118,B220
1118,B290	1118,B290
1118,B300	1118,B300
1118,B370	1118,B370
1118,B3E0	1118,B3E0
1118,B450	1118,B450
1118,B4C0	1118,B4C0
1118,B530	1118,B530
1118,B5A0	1118,B5A0
1118,B610	1118,B610
1118,B680	1118,B680
1118,B6F0	1118,B6F0
1118,B760	1118,B760
1118,B7D0	1118,B7D0
1118,B840	1118,B840
1118,B8B0	1118,B8B0
1118,B920	1118,B920
1118,B990	1118,B990
1118,BA00	1118,BA00
1118,BA70	1118,BA70
1118,BAE0	1118,BAE0
1118,BB50	1118,BB50
1118,BBC0	1118,BBC0
1118,BC30	1118,BC30
1118,BCA0	1118,BCA0
1118,BD10	1118,BD10
1118,BD80	1118,BD80
1118,BDF0	1118,BDF0
1118,BE60	1118,BE60
1118,BED0	1118,BED0
1118,BF40	1118,BF40
1118,BFB0	1118,BFB0
1118,C020	1118,C020
1118,C090	1118,C090
1118,C100	1118,C100
1118,C170	1118,C170
1118,C1E0	1118,C1E0
1118,C250	1118,C250
1118,C2C0	1118,C2C0
1118,C330	1118,C330
1118,C3A0	1118,C3A0
1118,C410	1118,C410
1118,C480	1118,C480
1118,C4F0	1118,C4F0
1118,C560	1118,C560
1118,C5D0	1118,C5D0
1118,C640	1118,C640
1118,C6B0	1118,C6B0
1118,C720	1118,C720
1118,C790	1118,C790
1118,C800	1118,C800
1118,C870	1118,C870
1118,C8E0	1118,C8E0
1118,C950	1118,C950
1118,C9C0	1118,C9C0
1118,CA30	1118,CA30
1118,CAA0	1118,CAA0
1118,CB10	1118,CB10
1118,CB80	1118,CB80
1118,CBF0	1118,CBF0
1118,CC60	1118,CC60
1118,CCD0	1118,CCD0
1118,CD40	1118,CD40
1118,CDB0	1118,CDB0
1118,CE20	1118,CE20
1118,CE90	1118,CE90
1118,CF00	1118,CF00
1118,CF70	1118,CF70
1118,CFE0	1118,CFE0
1118,D050	1118,D050
1118,D0C0	1118,D0C0
1118,D130	1118,D130
1118,D1A0	1118,D1A0
1118,D210	1118,D210
1118,D280	1118,D280
1118,D2F0	1118,D2F0
1118,D360	1118,D360
1118,D3D0	1118,D3D0
1118,D440	1118,D440
1118,D4B0	1118,D4B0
1118,D520	1118,D520
1118,D590	1118,D590
1118,D600	1118,D600
1118,D670	1118,D670
1118,D6E0	1118,D6E0
1118,D750	1118,D750
1119,AC00	1119,AC00
1119,AC70	1119,AC70
1119,ACE0	1119,ACE0
1119,AD50	1119,AD50
1119,ADC0	1119,ADC0
1119,AE30	1119,AE30
1119,AEA0	1119,AEA0
1119,AF10	1119,AF10
1119,AF80	1119,AF80
1119,AFF0	1119,AFF0
1119,B060	1119,B060
1119,B0D0	1119,B0D0
1119,B140	1119,B140
1119,B1B0	1119,B1B0
1119,B220	1119,B220
1119,B290	1119,B290
1119,B300	1119,B300
1119,B370	1119,B370
1119,B3E0	1119,B3E0
1119,B450	1119,B450
1119,B4C0	1119,B4C0
1119,B530	1119,B530
1119,B5A0	1119,B5A0
1119,B610	1119,B610
1119,B680	1119,B680
1119,B6F0	1119,B6F0
1119,B760	1119,B760
1119,B7D0	1119,B7D0
1119,B840	1119,B840
1119,B8B0	1119,B8B0
1119,B920	1119,B920
1119,B990	1119,B990
1119,BA00	1119,BA00
1119,BA70	1119,BA70
1119,BAE0	1119,BAE0
1119,BB50	1119,BB50
1119,BBC0	1119,BBC0
1119,BC30	1119,BC30
1119,BCA0	1119,BCA0
1119,BD10	1119,BD10
1119,BD80	1119,BD80
1119,BDF0	1119,BDF0
1119,BE60	1119,BE60
1119,BED0	1119,BED0
1119,BF40	1119,BF40
1119,BFB0	1119,BFB0
1119,C020	1119,C020
1119,C090	1119,C090
1119,C100	1119,C100
1119,C170	1119,C170
1119,C1E0	1119,C1E0
1119,C250	1119,C250
1119,C2C0	1119,C2C0
1119,C330	1119,C330
1119,C3A0	1119,C3A0
1119,C410	1119,C410
1119,C480	1119,C480
1119,C4F0	1119,C4F0
1119,C560	1119,C560
1119,C5D0	1119,C5D0
1119,C640	1119,C640
1119,C6B0	1119,C6B0
1119,C720	1119,C720
1119,C790	1119,C790
1119,C800	1119,C800
1119,C870	1119,C870
1119,C8E0	1119,C8E0
1119,C950	1119,C950
1119,C9C0	1119,C9C0
1119,CA30	1119,CA30
1119,CAA0	1119,CAA0
1119,CB10	1119,CB10
1119,CB80	1119,CB80
1119,CBF0	1119,CBF0
1119,CC60	1119,CC60
1119,CCD0	1119,CCD0
1119,CD40	1119,CD40
1119,CDB0	1119,CDB0
1119,CE20	1119,CE20
1119,CE90	1119,CE90
1119,CF00	1119,CF00
1119,CF70	1119,CF70
1119,CFE0	1119,CFE0
1119,D050	1119,D050
1119,D0C0	1119,D0C0
1119,D130	1119,D130
1119,D1A0	1119,D1A0
1119,D210	1119,D210
1119,D280	1119,D280
1119,D2F0	1119,D2F0
1119,D360	1119,D360
1119,D3D0	1119,D3D0
1119,D440	1119,D440
1119,D4B0	1119,D4B0
1119,D520	1119,D520
1119,D590	1119,D590
1119,D600	1119,D600
1119,D670	1119,D670
1119,D6E0	1119,D6E0
1119,D750	1119,D750
111A,AC00	111A,AC00
111A,AC70	111A,AC70
111A,ACE0	111A,ACE0
111A,AD50	111A,AD50
111A,ADC0	111A,ADC0
111A,AE30	111A,AE30
111A,AEA0	111A,AEA0
111A,AF10	111A,AF10
111A,AF80	111A,AF80
111A,AFF0	111A,AFF0
111A,B060	111A,B060
111A,B0D0	111A,B0D0
111A,B140	111A,B140
111A,B1B0	111A,B1B0
111A,B220	111A,B220
111A,B290	111A,B290
111A,B300	111A,B300
111A,B370	111A,B370
111A,B3E0	111A,B3E0
111A,B450	111A,B450
111A,B4C0	111A,B4C0
111A,B530	111A,B530
111A,B5A0	111A,B5A0
111A,B610	111A,B610
111A,B680	111A,B680
111A,B6F0	111A,B6F0
111A,B760	111A,B760
111A,B7D0	111A,B7D0
111A,B840	111A,B840
111A,B8B0	111A,B8B0
111A,B920	111A,B920
111A,B990	111A,B990
111A,BA00	111A,BA00
111A,BA70	111A,BA70
111A,BAE0	111A,BAE0
111A,BB50	111A,BB50
111A,BBC0	111A,BBC0
111A,BC30	111A,BC30
111A,BCA0	111A,BCA0
111A,BD10	111A,BD10
111A,BD80	111A,BD80
111A,BDF0	111A,BDF0
111A,BE60	111A,BE60
111A,BED0	111A,BED0
111A,BF40	111A,BF40
111A,BFB0	111A,BFB0
111A,C020	111A,C020
111A,C090	111A,C090
111A,C100	111A,C100
111A,C170	111A,C170
111A,C1E0	111A,C1E0
111A,C250	111A,C250
111A,C2C0	111A,C2C0
111A,C330	111A,C330
111A,C3A0	111A,C3A0
111A,C410	111A,C410
111A,C480	111A,C480
111A,C4F0	111A,C4F0
111A,C560	111A,C560
111A,C5D0	111A,C5D0
111A,C640	111A,C640
111A,C6B0	111A,C6B0
111A,C720	111A,C720
111A,C790	111A,C790
111A,C800	111A,C800
111A,C870	111A,C870
111A,C8E0	111A,C8E0
111A,C950	111A,C950
111A,C9C0	111A,C9C0
111A,CA30	111A,CA30
111A,CAA0	111A,CAA0
111A,CB10	111A,CB10
111A,CB80	111A,CB80
111A,CBF0	111A,CBF0
111A,CC60	111A,CC60
111A,CCD0	111A,CCD0
111A,CD40	111A,CD40
111A,CDB0	111A,CDB0
111A,CE20	111A,CE20
111A,CE90	111A,CE90
111A,CF00	111A,CF00
111A,CF70	111A,CF70
111A,CFE0	111A,CFE0
111A,D050	111A,D050
111A,D0C0	111A,D0C0
111A,D130	111A,D130
111A,D1A0	111A,D1A0
111A,D210	111A,D210
111A,D280	111A,D280
111A,D2F0	111A,D2F0
111A,D360	111A,D360
111A,D3D0	111A,D3D0
111A,D440	111A,D440
111A,D4B0	111A,D4B0
111A,D520	111A,D520
111A,D590	111A,D590
111A,D600	111A,D600
111A,D670	111A,D670
111A,D6E0	111A,D6E0
111A,D750	111A,D750
111B,AC00	111B,AC00
111B,AC70	111B,AC70
111B,ACE0	111B,ACE0
111B,AD50	111B,AD50
111B,ADC0	111B,ADC0
111B,AE30	111B,AE30
111B,AEA0	111B,AEA0
111B,AF10	111B,AF10
111B,AF80	111B,AF80
111B,AFF0	111B,AFF0
111B,B060	111B,B060
111B,B0D0	111B,B0D0
111B,B140	111B,B140
111B,B1B0	111B,B1B0
111B,B220	111B,B220
111B,B290	111B,B290
111B,B300	111B,B300
111B,B370	111B,B370
111B,B3E0	111B,B3E0
111B,B450	111B,B450
111B,B4C0	111B,B4C0
111B,B530	111B,B530
111B,B5A0	111B,B5A0
111B,B610	111B,B610
111B,B680	111B,B680
111B,B6F0	111B,B6F0
111B,B760	111B,B760
111B,B7D0	111B,B7D0
111B,B840	111B,B840
111B,B8B0	111B,B8B0
111B,B920	111B,B920
111B,B990	111B,B990
111B,BA00	111B,BA00
111B,BA70	111B,BA70
111B,BAE0	111B,BAE0
111B,BB50	111B,BB50
111B,BBC0	111B,BBC0
111B,BC30	111B,BC30
111B,BCA0	111B,BCA0
111B,BD10	111B,BD10
111B,BD80	111B,BD80
111B,BDF0	111B,BDF0
111B,BE60	111B,BE60
111B,BED0	111B,BED0
111B,BF40	111B,BF40
111B,BFB0	111B,BFB0
111B,C020	111B,C020
111B,C090	111B,C090
111B,C100	111B,C100
111B,C170	111B,C170
111B,C1E0	111B,C1E0
111B,C250	111B,C250
111B,C2C0	111B,C2C0
111B,C330	111B,C330
111B,C3A0	111B,C3A0
111B,C410	111B,C410
111B,C480	111B,C480
111B,C4F0	111B,C4F0
111B,C560	111B,C560
111B,C5D0	111B,C5D0
111B,C640	111B,C640
111B,C6B0	111B,C6B0
111B,C720	111B,C720
111B,C790	111B,C790
111B,C800	111B,C800
111B,C870	111B,C870
111B,C8E0	111B,C8E0
111B,C950	111B,C950
111B,C9C0	111B,C9C0
111B,CA30	111B,CA30
111B,CAA0	111B,CAA0
111B,CB10	111B,CB10
111B,CB80	111B,CB80
111B,CBF0	111B,CBF0
111B,CC60	111B,CC60
111B,CCD0	111B,CCD0
111B,CD40	111B,CD40
111B,CDB0	111B,CDB0
111B,CE20	111B,CE20
111B,CE90	111B,CE90
111B,CF00	111B,CF00
111B,CF70	111B,CF70
111B,CFE0	111B,CFE0
111B,D050	111B,D050
111B,D0C0	111B,D0C0
111B,D130	111B,D130
111B,D1A0	111B,D1A0
111B,D210	111B,D210
111B,D280	111B,D280
111B,D2F0	111B,D2F0
111B,D360	111B,D360
111B,D3D0	111B,D3D0
111B,D440	111B,D440
111B,D4B0	111B,D4B0
111B,D520	111B,D520
111B,D590	111B,D590
111B,D600	111B,D600
111B,D670	111B,D670
111B,D6E0	111B,D6E0
111B,D750	111B,D750
111C,AC00	111C,AC00
111C,AC70	111C,AC70
111C,ACE0	111C,ACE0
111C,AD50	111C,AD50
111C,ADC0	111C,ADC0
111C,AE30	111C,AE30
111C,AEA0	111C,AEA0
111C,AF10	111C,AF10
111C,AF80	111C,AF80
111C,AFF0	111C,AFF0
111C,B060	111C,B060
111C,B0D0	111C,B0D0
111C,B140	111C,B140
111C,B1B0	111C,B1B0
111C,B220	111C,B220
111C,B290	111C,B290
111C,B300	111C,B300
111C,B370	111C,B370
111C,B3E0	111C,B3E0
111C,B450	111C,B450
111C,B4C0	111C,B4C0
111C,B530	111C,B530
111C,B5A0	111C,B5A0
111C,B610	111C,B610
111C,B680	111C,B680
111C,B6F0	111C,B6F0
111C,B760	111C,B760
111C,B7D0	111C,B7D0
111C,B840	111C,B840
111C,B8B0	111C,B8B0
111C,B920	111C,B920
111C,B990	111C,B990
111C,BA00	111C,BA00
111C,BA70	111C,BA70
111C,BAE0	111C,BAE0
111C,BB50	111C,BB50
111C,BBC0	111C,BBC0
111C,BC30	111C,BC30
111C,BCA0	111C,BCA0
111C,BD10	111C,BD10
111C,BD80	111C,BD80
111C,BDF0	111C,BDF0
111C,BE60	111C,BE60
111C,BED0	111C,BED0
111C,BF40	111C,BF40
111C,BFB0	111C,BFB0
111C,C020	111C,C020
111C,C090	111C,C090
111C,C100	111C,C100
111C,C170	111C,C170
111C,C1E0	111C,C1E0
111C,C250	111C,C250
111C,C2C0	111C,C2C0
111C,C330	111C,C330
111C,C3A0	111C,C3A0
111C,C410	111C,C410
111C,C480	111C,C480
111C,C4F0	111C,C4F0
111C,C560	111C,C560
111C,C5D0	111C,C5D0
111C,C640	111C,C640
111C,C6B0	111C,C6B0
111C,C720	111C,C720
111C,C790	111C,C790
111C,C800	111C,C800
111C,C870	111C,C870
111C,C8E0	111C,C8E0
111C,C950	111C,C950
111C,C9C0	111C,C9C0
111C,CA30	111C,CA30
111C,CAA0	111C,CAA0
111C,CB10	111C,CB10
111C,CB80	111C,CB80
111C,CBF0	111C,CBF0
111C,CC60	111C,CC60
111C,CCD0	111C,CCD0
111C,CD40	111C,CD40
